,hard_skills,id_annonce
1431,Hadoop,41921238
1431,ETL,41921238
1432,Snowflake,40622352
1432,ETL,40622352
1432,Docker,40622352
1432,SQL,40622352
1433,ML,41640277
1434,ML,44457103
1434,SQL,44457103
1434,Power Bi,44457103
1434,ETL,44457103
1434,Looker,44457103
1435,Spark,44457005
1435,Datalake,44457005
1435,Docker,44457005
1436,Power Bi,40647297
1437,Airflow,43208985
1437,SQL,43208985
1437,Spark,43208985
1437,machine learning,43208985
1437,Mac,43208985
1437,Docker,43208985
1438,Linux,44705450
1438,Windows,44705450
1438,SQL,44705450
1438,SQL Server,44705450
1438,Power Bi,44705450
1438,Oracle,44705450
1439,ML,39471266
1439,SQL,39471266
1439,Power Bi,39471266
1439,ETL,39471266
1439,Looker,39471266
1440,Mac,44627389
1440,machine learning,44627389
1441,Qlik,44355923
1441,Excel,44355923
1441,Tableau,44355923
1441,Power Bi,44355923
1442,Excel,43777191
1442,Tableau,43777191
1443,Linux,44386102
1443,SQL,44386102
1443,Azure,44386102
1443,Power Bi,44386102
1443,ETL,44386102
1444,Spark,44423150
1444,Datalake,44423150
1444,Docker,44423150
1445,Azure,44423107
1445,Hadoop,44423107
1446,Excel,41640061
1446,Tableau,41640061
1446,Google Analytics,41640061
1446,Dataiku,41640061
1446,ETL,41640061
1446,Datalake,41640061
1447,Apache,43211885
1447,SQL,43211885
1447,NoSQL,43211885
1447,Spark,43211885
1447,Hadoop,43211885
1447,Cassandra,43211885
1447,Docker,43211885
1448,Spark,33295508
1448,Hadoop,33295508
1449,ML,31958110
1449,MongoDB,31958110
1449,Spark,31958110
1449,Hadoop,31958110
1449,QlikSens,31958110
1449,Power Bi,31958110
1449,Qlik,31958110
1451,SQL,44706725
1453,Tableau,20118884
1453,SQL,20118884
1453,Azure,20118884
1453,Spark,20118884
1453,Power Bi,20118884
1454,ETL,29485280
1455,SQL,20121777
1456,Azure,43413481
1457,Oracle,44335455
1457,Azure,44335455
1457,Power Bi,44335455
1459,ML,44181640
1459,Linux,44181640
1459,machine learning,44181640
1459,Mac,44181640
1459,Docker,44181640
1461,Mac,37971980
1461,SAP,37971980
1461,machine learning,37971980
1461,ETL,37971980
1462,SQL,44421537
1462,NoSQL,44421537
1462,Spark,44421537
1462,Hadoop,44421537
1462,Datalake,44421537
1463,Linux,41724365
1463,Windows,41724365
1463,MongoDB,41724365
1463,SQL,41724365
1463,MySQL,41724365
1467,Hadoop,42388144
1468,Excel,43018784
1469,Azure,43650550
1470,Linux,43214443
1470,Windows,43214443
1470,SQL,43214443
1470,MongoDB,43214443
1470,NoSQL,43214443
1470,MySQL,43214443
1470,Azure,43214443
1470,SQL Server,43214443
1470,ETL,43214443
1470,SAP,43214443
1471,Access,39764039
1471,Azure,39764039
1471,Excel,39764039
1471,SQL,39764039
1472,Access,39764005
1472,Azure,39764005
1472,Excel,39764005
1472,SQL,39764005
1473,Excel,33312462
1473,SQL,33312462
1473,SQL Server,33312462
1473,PostgreSQL,33312462
1473,ETL,33312462
1476,ML,42113237
1476,machine learning,42113237
1476,Mac,42113237
1477,ML,43221511
1477,Excel,43221511
1477,DataViz,43221511
1478,Tableau,43087239
1478,Windows,43087239
1478,SQL,43087239
1478,Dataiku,43087239
1478,Oracle,43087239
1479,Mac,41848401
1480,Looker,44373918
1481,Tableau,36920661
1481,QlikSens,36920661
1481,Power Bi,36920661
1481,SAP,36920661
1481,Qlik,36920661
1482,VBA,39232673
1482,Excel,39232673
1483,Excel,34027225
1483,Apache,34027225
1483,Azure,34027225
1483,Hadoop,34027225
1483,Snowflake,34027225
1484,ML,31395360
1484,SQL,31395360
1484,MongoDB,31395360
1484,Javascript,31395360
1484,PostgreSQL,31395360
1484,Docker,31395360
1485,Azure,34026735
1485,Excel,34026735
1487,Access,39763997
1487,Excel,39763997
1488,Dataiku,17374154
1488,SQL,17374154
1490,Mac,41723180
1490,Snowflake,41723180
1490,Spark,41723180
1491,Tableau,40570364
1493,ML,43553737
1493,machine learning,43553737
1493,Mac,43553737
1493,Docker,43553737
1494,Linux,21045637
1494,Spark,21045637
1494,Hadoop,21045637
1495,MongoDB,16357697
1495,Hadoop,16357697
1495,Spark,16357697
1495,SQL,16357697
1496,Dataiku,42435791
1496,Power Bi,42435791
1497,Mac,40459847
1497,machine learning,40459847
1497,Excel,40459847
1498,Excel,39764030
1498,SQL,39764030
1498,MongoDB,39764030
1498,NoSQL,39764030
1498,Azure,39764030
1498,Spark,39764030
1498,Hadoop,39764030
1498,Access,39764030
1498,Cassandra,39764030
1499,Apache,44047388
1499,SQL,44047388
1499,NoSQL,44047388
1499,Azure,44047388
1499,Spark,44047388
1499,Hadoop,44047388
1499,Datalake,44047388
1499,Docker,44047388
1500,Access,40792356
1500,Excel,40792356
1500,Power Bi,40792356
1502,Access,43886609
1502,SEMARCHY,43886609
1502,SQL,43886609
1503,SQL,44706350
1503,Azure,44706350
1503,SQL Server,44706350
1503,Access,44706350
1503,Power Bi,44706350
1504,SQL,44254364
1505,Mac,44698182
1505,machine learning,44698182
1505,Datalake,44698182
1506,ML,44599041
1506,Azure,44599041
1506,machine learning,44599041
1506,Dataiku,44599041
1506,AlteryX,44599041
1506,Mac,44599041
1508,Excel,38128911
1508,SQL,38128911
1509,Excel,38128902
1509,SQL,38128902
1510,Qlik,44682736
1510,Excel,44682736
1510,Tableau,44682736
1510,ETL,44682736
1511,SQL Server,43161863
1511,SAP,43161863
1511,Power Bi,43161863
1511,SQL,43161863
1512,Tableau,41747660
1512,SQL,41747660
1512,NoSQL,41747660
1512,Hadoop,41747660
1512,SAP,41747660
1512,Snowflake,41747660
1512,MicroStrategy,41747660
1513,ML,40750063
1513,Power Bi,40750063
1513,SQL,40750063
1514,ML,44215064
1514,Airflow,44215064
1514,MongoDB,44215064
1515,Excel,39901357
1516,SQL,25349802
1516,Spark,25349802
1516,Javascript,25349802
1516,Hadoop,25349802
1516,machine learning,25349802
1516,SEMARCHY,25349802
1516,Mac,25349802
1516,Qlik,25349802
1517,Excel,41602619
1517,Google Analytics,41602619
1518,Javascript,43503628
1519,Apache,44286707
1519,PySpark,44286707
1519,Spark,44286707
1519,Hadoop,44286707
1519,Snowflake,44286707
1520,Oracle,44598787
1520,SQL Server,44598787
1520,MySQL,44598787
1520,SQL,44598787
1521,SQL,43588067
1521,MongoDB,43588067
1521,NoSQL,43588067
1521,Spark,43588067
1521,Hadoop,43588067
1521,Airflow,43588067
1522,ML,25715956
1522,Excel,25715956
1522,Windows,25715956
1522,SQL,25715956
1522,MySQL,25715956
1522,Access,25715956
1522,ETL,25715956
1522,Oracle,25715956
1523,Snowflake,40750763
1523,Excel,40750763
1523,Qlik,40750763
1523,Azure,40750763
1524,Power Bi,38523557
1525,Spark,44213688
1525,Hadoop,44213688
1527,Excel,44600371
1528,Excel,44600365
1529,Excel,44600363
1530,Excel,44600364
1531,Excel,44600293
1532,Excel,44600267
1533,Linux,40326488
1533,Windows,40326488
1533,SQL,40326488
1533,NoSQL,40326488
1533,ETL,40326488
1534,ML,43847217
1534,MongoDB,43847217
1534,SQL,43847217
1534,Javascript,43847217
1534,Docker,43847217
1535,Excel,43284367
1535,Tableau,43284367
1535,Power Bi,43284367
1537,SQL,42943706
1537,Azure,42943706
1537,Spark,42943706
1537,Hadoop,42943706
1537,machine learning,42943706
1537,DataViz,42943706
1537,Mac,42943706
1538,ML,43338959
1538,Airflow,43338959
1538,Excel,43338959
1538,SQL,43338959
1538,Spark,43338959
1538,machine learning,43338959
1538,Mac,43338959
1538,SAP,43338959
1538,Docker,43338959
1539,ML,43338773
1539,Airflow,43338773
1539,Excel,43338773
1539,SQL,43338773
1539,Spark,43338773
1539,machine learning,43338773
1539,Mac,43338773
1539,SAP,43338773
1539,Docker,43338773
1540,Mac,44252052
1540,NoSQL,44252052
1540,machine learning,44252052
1540,SQL,44252052
1541,Tableau,43506115
1542,Excel,39815533
1542,SQL,39815533
1542,Spark,39815533
1542,Access,39815533
1542,Snowflake,39815533
1543,Excel,39815469
1543,SQL,39815469
1543,Spark,39815469
1543,Access,39815469
1543,Snowflake,39815469
1544,SQL Server,39905365
1544,Excel,39905365
1544,SQL,39905365
1545,NoSQL,44239553
1545,Looker,44239553
1545,ETL,44239553
1545,SQL,44239553
1546,Access,44239483
1546,Azure,44239483
1546,SQL,44239483
1547,Apache,44684658
1547,SQL,44684658
1547,NoSQL,44684658
1547,Spark,44684658
1547,Access,44684658
1547,Airflow,44684658
1548,Airflow,44623030
1548,Spark,44623030
1548,Apache,44623030
1549,Datalake,32159875
1549,Spark,32159875
1549,Hadoop,32159875
1551,Oracle,43502321
1551,SQL Server,43502321
1551,MicroStrategy,43502321
1551,SQL,43502321
1552,Tableau,43405837
1552,SQL,43405837
1552,Azure,43405837
1552,MySQL,43405837
1552,Spark,43405837
1552,Hadoop,43405837
1552,SQL Server,43405837
1552,PostgreSQL,43405837
1552,Power Bi,43405837
1552,ETL,43405837
1552,Datalake,43405837
1552,Qlik,43405837
1554,Tableau,41723087
1554,SQL,41723087
1554,NoSQL,41723087
1554,Hadoop,41723087
1554,SAP,41723087
1554,Snowflake,41723087
1554,MicroStrategy,41723087
1555,Access,43364494
1556,Tableau,41640193
1556,Azure,41640193
1556,Spark,41640193
1556,DataViz,41640193
1556,Power Bi,41640193
1556,Qlik,41640193
1557,SQL,39612146
1558,SQL,44582377
1559,SAP,43429648
1559,Excel,43429648
1560,Linux,43423110
1560,SQL,43423110
1560,PySpark,43423110
1560,NoSQL,43423110
1560,Spark,43423110
1560,Hadoop,43423110
1560,ETL,43423110
1561,ML,44385032
1561,Tableau,44385032
1561,SQL,44385032
1561,Access,44385032
1561,Power Bi,44385032
1562,SQL,44448672
1562,Azure,44448672
1562,Access,44448672
1562,machine learning,44448672
1562,Power Bi,44448672
1562,ETL,44448672
1562,Mac,44448672
1562,Databricks,44448672
1562,Datalake,44448672
1563,Excel,44062255
1564,Mac,44216251
1564,machine learning,44216251
1564,Excel,44216251
1564,SQL,44216251
1565,MongoDB,44686776
1565,SQL,44686776
1565,NoSQL,44686776
1565,ETL,44686776
1565,Airflow,44686776
1566,Apache,44684457
1566,SQL,44684457
1566,NoSQL,44684457
1566,Azure,44684457
1566,Spark,44684457
1566,Hadoop,44684457
1566,Access,44684457
1566,Datalake,44684457
1566,Docker,44684457
1567,Access,43503177
1567,SAP,43503177
1568,Tableau,43576218
1569,Linux,43480487
1569,Azure,43480487
1569,Spark,43480487
1569,Hadoop,43480487
1569,ETL,43480487
1570,PySpark,44465324
1570,Azure,44465324
1570,Spark,44465324
1570,Dataiku,44465324
1570,ETL,44465324
1570,Databricks,44465324
1571,Linux,44572136
1571,SQL,44572136
1571,Spark,44572136
1571,Hadoop,44572136
1571,Cassandra,44572136
1571,DataViz,44572136
1571,Power Bi,44572136
1573,Apache,33554745
1573,SQL,33554745
1573,MongoDB,33554745
1573,NoSQL,33554745
1573,Spark,33554745
1573,Hadoop,33554745
1573,Cassandra,33554745
1573,Snowflake,33554745
1573,Docker,33554745
1574,Excel,44024603
1576,NoSQL,44206239
1576,ETL,44206239
1576,Tableau,44206239
1576,SQL,44206239
1577,Excel,43412331
1578,SQL,44159737
1579,ML,38022573
1579,Tableau,38022573
1579,SQL,38022573
1579,NoSQL,38022573
1579,Azure,38022573
1579,SQL Server,38022573
1579,Access,38022573
1579,PostgreSQL,38022573
1579,Power Bi,38022573
1579,ETL,38022573
1579,Oracle,38022573
1580,ETL,43220948
1581,Mac,40308418
1581,machine learning,40308418
1581,SQL,40308418
1582,Azure,40173396
1582,Excel,40173396
1582,SQL,40173396
1583,SQL Server,41627105
1583,SQL,41627105
1584,DataViz,40738822
1584,Tableau,40738822
1584,Power Bi,40738822
1585,Mac,44470030
1586,QlikSens,44469885
1586,Qlik,44469885
1586,SQL,44469885
1587,Mac,43433575
1588,Excel,42005450
1588,Javascript,42005450
1588,Access,42005450
1588,machine learning,42005450
1588,Mac,42005450
1588,Docker,42005450
1589,SQL,44705443
1589,machine learning,44705443
1589,ETL,44705443
1589,Mac,44705443
1589,Airflow,44705443
1591,ML,43338934
1591,Airflow,43338934
1591,Excel,43338934
1591,SQL,43338934
1591,Spark,43338934
1591,machine learning,43338934
1591,Mac,43338934
1591,SAP,43338934
1591,Docker,43338934
1592,Snowflake,39471782
1592,NoSQL,39471782
1592,Hadoop,39471782
1592,SQL,39471782
1593,ML,40702737
1593,Excel,40702737
1593,Apache,40702737
1593,SQL,40702737
1593,NoSQL,40702737
1593,Spark,40702737
1593,machine learning,40702737
1593,Mac,40702737
1594,Tableau,44662686
1595,Excel,44622599
1595,Tableau,44622599
1595,Spark,44622599
1595,Hadoop,44622599
1595,machine learning,44622599
1595,Mac,44622599
1596,Mac,41879939
1596,machine learning,41879939
1597,Airflow,44440685
1597,Excel,44440685
1597,SQL,44440685
1597,Spark,44440685
1597,machine learning,44440685
1597,Mac,44440685
1597,Docker,44440685
1598,Access,41556866
1599,Oracle,44518116
1599,PostgreSQL,44518116
1599,SQL,44518116
1600,ML,44408466
1600,Oracle,44408466
1600,Javascript,44408466
1601,ML,43339106
1601,Spark,43339106
1601,machine learning,43339106
1601,Mac,43339106
1601,Airflow,43339106
1602,ML,43311344
1602,SQL,43311344
1602,machine learning,43311344
1602,Mac,43311344
1602,Datalake,43311344
1603,Mac,44438854
1603,machine learning,44438854
1604,Excel,44243925
1604,Tableau,44243925
1604,Power Bi,44243925
1605,SQL,44426073
1606,Linux,44457493
1606,SQL,44457493
1606,Spark,44457493
1606,Hadoop,44457493
1606,Cassandra,44457493
1606,DataViz,44457493
1606,Power Bi,44457493
1607,Linux,44457298
1607,SQL,44457298
1607,Spark,44457298
1607,Hadoop,44457298
1607,Cassandra,44457298
1607,DataViz,44457298
1607,Power Bi,44457298
1608,Linux,44457197
1608,SQL,44457197
1608,Spark,44457197
1608,Hadoop,44457197
1608,Cassandra,44457197
1608,DataViz,44457197
1608,Power Bi,44457197
1609,Linux,44457086
1609,SQL,44457086
1609,Spark,44457086
1609,Hadoop,44457086
1609,Cassandra,44457086
1609,DataViz,44457086
1609,Power Bi,44457086
1610,Excel,38368598
1610,SQL,38368598
1610,Spark,38368598
1610,Hadoop,38368598
1610,ETL,38368598
1611,Azure,39446032
1611,SQL,39446032
1612,Mac,44061904
1612,machine learning,44061904
1613,Linux,44137849
1613,data mining,44137849
1613,Access,44137849
1613,machine learning,44137849
1613,ETL,44137849
1613,Mac,44137849
1614,Apache,41582605
1614,SQL,41582605
1614,Azure,41582605
1614,NoSQL,41582605
1614,Cassandra,41582605
1614,Docker,41582605
1615,Excel,39482123
1615,Tableau,39482123
1615,Azure,39482123
1615,Access,39482123
1615,DataViz,39482123
1615,Power Bi,39482123
1615,SAP,39482123
1615,Qlik,39482123
1617,SQL,44056460
1617,MySQL,44056460
1617,machine learning,44056460
1617,PostgreSQL,44056460
1617,Mac,44056460
1617,Qlik,44056460
1618,ML,41807108
1618,Airflow,41807108
1618,machine learning,41807108
1618,Mac,41807108
1618,Docker,41807108
1619,Excel,44684556
1619,Tableau,44684556
1619,Apache,44684556
1619,SQL,44684556
1619,Spark,44684556
1619,Dataiku,44684556
1619,ETL,44684556
1619,Docker,44684556
1620,SAP,44445066
1621,Tableau,43434081
1622,ML,43318322
1622,Mac,43318322
1622,SQL,43318322
1623,Excel,40711923
1623,Tableau,40711923
1623,SQL,40711923
1624,ETL,44353474
1624,Datalake,44353474
1624,SQL,44353474
1625,Excel,44685821
1625,Tableau,44685821
1625,SQL,44685821
1625,NoSQL,44685821
1625,Spark,44685821
1625,Hadoop,44685821
1625,Access,44685821
1625,Power Bi,44685821
1625,ETL,44685821
1625,Qlik,44685821
1625,MicroStrategy,44685821
1626,Tableau,44465320
1626,SQL,44465320
1626,NoSQL,44465320
1626,Azure,44465320
1626,Spark,44465320
1626,Databricks,44465320
1626,Datalake,44465320
1626,Docker,44465320
1627,SQL,38376086
1628,Mac,44494677
1628,Azure,44494677
1628,machine learning,44494677
1629,Mac,41927567
1629,Azure,41927567
1629,machine learning,41927567
1630,Mac,18910972
1630,machine learning,18910972
1630,Access,18910972
1631,Mac,40760275
1631,Docker,40760275
1632,Excel,41844140
1632,Power Bi,41844140
1632,SQL,41844140
1633,ML,41854589
1633,SQL,41854589
1633,Azure,41854589
1633,Spark,41854589
1633,Hadoop,41854589
1633,Snowflake,41854589
1633,Datalake,41854589
1634,Mac,43507258
1634,Spark,43507258
1634,machine learning,43507258
1634,data mining,43507258
1636,Mac,43507313
1636,machine learning,43507313
1637,Linux,26603992
1637,Azure,26603992
1637,Spark,26603992
1637,Hadoop,26603992
1637,Airflow,26603992
1638,Linux,39647168
1638,Airflow,39647168
1638,SQL,39647168
1638,Spark,39647168
1638,Hadoop,39647168
1638,Docker,39647168
1641,SQL,43338817
1641,Spark,43338817
1641,machine learning,43338817
1641,Mac,43338817
1641,Airflow,43338817
1642,Apache,43338823
1642,SQL,43338823
1642,NoSQL,43338823
1642,Spark,43338823
1642,Cassandra,43338823
1642,ETL,43338823
1642,Docker,43338823
1643,ML,32994472
1643,SQL,32994472
1643,Power Bi,32994472
1643,ETL,32994472
1643,Looker,32994472
1644,Oracle,44181293
1644,SQL Server,44181293
1644,PostgreSQL,44181293
1644,SQL,44181293
1645,SAP,44704882
1646,Tableau,44045931
1646,SQL,44045931
1646,Azure,44045931
1646,Spark,44045931
1646,Hadoop,44045931
1646,SQL Server,44045931
1646,Databricks,44045931
1646,Docker,44045931
1648,ML,44040531
1648,SQL,44040531
1648,NoSQL,44040531
1648,Spark,44040531
1648,Hadoop,44040531
1648,Access,44040531
1648,Docker,44040531
1649,Shiny,44599093
1650,Excel,43792504
1651,Excel,44553814
1651,SQL,44553814
1651,SQL Server,44553814
1651,Access,44553814
1651,SEMARCHY,44553814
1651,Oracle,44553814
1652,Excel,44553779
1652,SQL,44553779
1652,SQL Server,44553779
1652,Access,44553779
1652,SEMARCHY,44553779
1652,Oracle,44553779
1653,Mac,43447393
1653,Excel,43447393
1654,Excel,37341515
1654,SQL,37341515
1654,SQL Server,37341515
1654,Access,37341515
1654,SEMARCHY,37341515
1654,Oracle,37341515
1655,ML,43123240
1655,SQL,43123240
1655,Azure,43123240
1655,Spark,43123240
1655,machine learning,43123240
1655,Dataiku,43123240
1655,Plotly,43123240
1655,Mac,43123240
1656,ML,41796053
1657,Excel,42230239
1657,Tableau,42230239
1657,SQL,42230239
1657,Access,42230239
1657,DataViz,42230239
1657,Power Bi,42230239
1658,Excel,42230249
1658,Tableau,42230249
1658,SQL,42230249
1658,Access,42230249
1658,DataViz,42230249
1658,Power Bi,42230249
1659,Power Bi,44357333
1659,SQL,44357333
1660,Mac,43959716
1660,Access,43959716
1660,SQL,43959716
1661,SQL,43583617
1663,Excel,43186068
1663,Windows,43186068
1663,SQL,43186068
1663,NoSQL,43186068
1663,Access,43186068
1663,PostgreSQL,43186068
1663,Oracle,43186068
1664,Azure,44058866
1664,Datalake,44058866
1664,Spark,44058866
1664,SQL,44058866
1665,Linux,44326927
1665,SQL,44326927
1665,MySQL,44326927
1665,Spark,44326927
1665,Hadoop,44326927
1665,PostgreSQL,44326927
1665,Airflow,44326927
1666,Mac,43098256
1666,machine learning,43098256
1666,Power Bi,43098256
1667,Oracle,44054398
1667,Azure,44054398
1667,SQL,44054398
1669,SQL Server,36920128
1669,PostgreSQL,36920128
1669,SQL,36920128
1670,Mac,43792444
1670,machine learning,43792444
1671,VBA,43574877
1671,Excel,43574877
1673,Excel,44294246
1673,Tableau,44294246
1675,SQL,43098283
1675,Azure,43098283
1675,NoSQL,43098283
1675,Spark,43098283
1675,Cassandra,43098283
1676,NoSQL,44305788
1676,ETL,44305788
1676,SQL,44305788
1677,Excel,40750382
1678,ML,34792009
1678,machine learning,34792009
1678,Mac,34792009
1680,SAP,44291604
1681,VBA,41667450
1681,Excel,41667450
1681,SQL,41667450
1682,Mac,40235132
1682,machine learning,40235132
1682,SQL,40235132
1683,Windows,43098164
1683,SQL,43098164
1683,NoSQL,43098164
1683,Spark,43098164
1683,Hadoop,43098164
1683,machine learning,43098164
1683,ETL,43098164
1683,Mac,43098164
1684,ML,18113127
1684,ETL,18113127
1684,SQL,18113127
1685,Snowflake,41723132
1685,NoSQL,41723132
1685,Hadoop,41723132
1685,SQL,41723132
1686,Airflow,40453639
1686,Apache,40453639
1686,SQL,40453639
1686,MongoDB,40453639
1686,NoSQL,40453639
1686,Spark,40453639
1686,Hadoop,40453639
1686,Cassandra,40453639
1686,Docker,40453639
1687,Mac,44228258
1687,Excel,44228258
1688,Mac,44228241
1688,Excel,44228241
1689,ML,44237764
1689,Azure,44237764
1689,machine learning,44237764
1689,Mac,44237764
1690,ML,43033557
1690,Linux,43033557
1690,Excel,43033557
1690,SQL,43033557
1690,NoSQL,43033557
1690,machine learning,43033557
1690,Mac,43033557
1690,Docker,43033557
1691,Qlik,44172516
1691,QlikSens,44172516
1691,Tableau,44172516
1693,Access,43609499
1693,Excel,43609499
1694,Azure,39612760
1694,Power Bi,39612760
1694,SQL,39612760
1696,DataViz,41640056
1697,Excel,24667519
1697,Spark,24667519
1697,Hadoop,24667519
1697,Access,24667519
1697,Datalake,24667519
1698,Linux,43507312
1700,Excel,43153030
1701,ML,30540145
1701,Linux,30540145
1701,Windows,30540145
1701,Azure,30540145
1701,ETL,30540145
1703,Excel,41667454
1703,SQL,41667454
1703,Azure,41667454
1703,Spark,41667454
1703,Hadoop,41667454
1703,ETL,41667454
1703,Docker,41667454
1704,Power Bi,40750480
1704,SQL,40750480
1705,SQL,38824932
1706,Excel,44243676
1706,Tableau,44243676
1706,SQL,44243676
1706,SQL Server,44243676
1706,Qlik,44243676
1707,Spark,43491385
1708,Excel,42583077
1708,Tableau,42583077
1708,SQL,42583077
1708,Azure,42583077
1708,MySQL,42583077
1708,Access,42583077
1708,PostgreSQL,42583077
1708,Power Bi,42583077
1708,ETL,42583077
1708,Oracle,42583077
1708,Snowflake,42583077
1708,Datalake,42583077
1708,DAX,42583077
1708,MicroStrategy,42583077
1709,Excel,43570535
1709,DataViz,43570535
1709,ETL,43570535
1710,Excel,40190901
1710,SQL,40190901
1710,Azure,40190901
1710,MySQL,40190901
1710,Hadoop,40190901
1710,ETL,40190901
1710,Oracle,40190901
1710,SAP,40190901
1710,Snowflake,40190901
1711,Excel,40470497
1711,Tableau,40470497
1711,SQL,40470497
1711,NoSQL,40470497
1711,Spark,40470497
1711,Hadoop,40470497
1711,Access,40470497
1711,Power Bi,40470497
1711,ETL,40470497
1711,Qlik,40470497
1711,MicroStrategy,40470497
1712,MongoDB,44257345
1712,Excel,44257345
1712,ETL,44257345
1713,Spark,43607104
1713,Docker,43607104
1713,Hadoop,43607104
1714,Excel,42305949
1715,Mac,40749825
1715,NoSQL,40749825
1715,machine learning,40749825
1715,SQL,40749825
1718,Linux,37212677
1718,SQL,37212677
1718,MongoDB,37212677
1718,NoSQL,37212677
1718,MySQL,37212677
1718,Spark,37212677
1720,Azure,41640371
1721,Snowflake,41640380
1721,ETL,41640380
1721,Excel,41640380
1721,SQL,41640380
1722,Snowflake,41640382
1722,Excel,41640382
1722,Azure,41640382
1723,Excel,41640013
1724,Excel,41640200
1725,Hadoop,44215142
1725,Spark,44215142
1725,ETL,44215142
1726,Excel,34384751
1727,Azure,41640345
1727,Excel,41640345
1727,Power Bi,41640345
1728,Excel,41640332
1729,Linux,44457299
1729,Apache,44457299
1729,SQL,44457299
1729,Spark,44457299
1729,Hadoop,44457299
1729,Cassandra,44457299
1730,Linux,44457285
1730,Spark,44457285
1730,Hadoop,44457285
1731,Linux,44457204
1731,Spark,44457204
1731,Hadoop,44457204
1732,Excel,42173192
1732,SQL,42173192
1732,Access,42173192
1732,AlteryX,42173192
1732,Qlik,42173192
1733,SQL Server,40777043
1733,Excel,40777043
1733,Access,40777043
1733,SQL,40777043
1734,Oracle,41546566
1734,Excel,41546566
1734,Access,41546566
1735,Mac,41214229
1735,ETL,41214229
1735,machine learning,41214229
1735,SQL,41214229
1736,SQL,44222424
1736,Spark,44222424
1736,Hadoop,44222424
1736,PostgreSQL,44222424
1736,Airflow,44222424
1737,Mac,44378163
1737,machine learning,44378163
1737,Excel,44378163
1738,Mac,44378153
1738,machine learning,44378153
1738,Excel,44378153
1739,Jupyter,43934650
1739,Excel,43934650
1739,SQL,43934650
1739,PySpark,43934650
1739,Azure,43934650
1739,Spark,43934650
1739,machine learning,43934650
1739,Mac,43934650
1740,Access,44098615
1740,Qlik,44098615
1740,Tableau,44098615
1740,Power Bi,44098615
1741,data mining,30911377
1741,SQL,30911377
1741,Azure,30911377
1741,machine learning,30911377
1741,Mac,30911377
1742,Jupyter,44054509
1742,Oracle,44054509
1742,Excel,44054509
1742,SQL,44054509
1742,PySpark,44054509
1742,MongoDB,44054509
1742,Spark,44054509
1742,machine learning,44054509
1742,PostgreSQL,44054509
1742,Dataiku,44054509
1742,Mac,44054509
1742,Airflow,44054509
1743,ML,44081254
1743,Airflow,44081254
1743,machine learning,44081254
1743,Mac,44081254
1743,Docker,44081254
1744,Azure,43250649
1744,Spark,43250649
1745,Tableau,43216931
1745,SQL,43216931
1745,VBA,43216931
1745,machine learning,43216931
1745,Mac,43216931
1746,ML,44248747
1746,Excel,44248747
1746,data mining,44248747
1746,SQL,44248747
1746,Access,44248747
1746,VBA,44248747
1746,Power Bi,44248747
1747,Azure,41611020
1747,SQL,41611020
1748,NoSQL,43957956
1748,ETL,43957956
1748,Tableau,43957956
1748,SQL,43957956
1749,Oracle,44070237
1750,ML,44058391
1750,Airflow,44058391
1750,MongoDB,44058391
1751,Oracle,42996333
1751,SAP,42996333
1751,Excel,42996333
1752,Access,43919452
1753,SQL,34027478
1753,Azure,34027478
1753,NoSQL,34027478
1753,Spark,34027478
1753,Hadoop,34027478
1755,Spark,34027286
1755,MongoDB,34027286
1756,DataViz,40369701
1756,Mac,40369701
1756,Tableau,40369701
1756,SQL,40369701
1757,ML,44411428
1757,SQL,44411428
1757,Azure,44411428
1757,Spark,44411428
1757,machine learning,44411428
1757,Mac,44411428
1758,Access,41546506
1758,Excel,41546506
1759,SAP,44612217
1759,Excel,44612217
1760,Tableau,44059213
1760,SQL,44059213
1760,machine learning,44059213
1760,DataViz,44059213
1760,Power Bi,44059213
1760,Mac,44059213
1760,Qlik,44059213
1761,Mac,33257613
1761,machine learning,33257613
1762,Access,44570815
1762,Snowflake,44570815
1762,Excel,44570815
1762,Azure,44570815
1763,Excel,44698230
1763,SQL,44698230
1763,Spark,44698230
1763,Access,44698230
1763,machine learning,44698230
1763,Power Bi,44698230
1763,Mac,44698230
1764,Excel,44698430
1764,Tableau,44698430
1764,Power Bi,44698430
1764,SQL,44698430
1765,Apache,41821618
1765,SQL,41821618
1765,NoSQL,41821618
1765,Spark,41821618
1765,Airflow,41821618
1767,MongoDB,44110997
1767,Spark,44110997
1767,Access,44110997
1767,Hadoop,44110997
1768,SQL,44179606
1768,NoSQL,44179606
1768,Spark,44179606
1768,Hadoop,44179606
1768,Datalake,44179606
1769,Excel,29053651
1770,Excel,44193425
1771,NoSQL,33257813
1771,ETL,33257813
1771,SQL,33257813
1772,Mac,40076778
1772,machine learning,40076778
1773,SQL,41535244
1773,NoSQL,41535244
1773,Azure,41535244
1773,Spark,41535244
1773,Databricks,41535244
1773,Datalake,41535244
1773,Docker,41535244
1774,Access,44685848
1774,Snowflake,44685848
1774,Excel,44685848
1775,Excel,44684573
1775,Tableau,44684573
1775,Power Bi,44684573
1776,Tableau,44083920
1776,SQL,44083920
1776,SQL Server,44083920
1776,Access,44083920
1776,DataViz,44083920
1776,Power Bi,44083920
1776,Datalake,44083920
1777,SQL,43248676
1777,NoSQL,43248676
1777,Spark,43248676
1777,Javascript,43248676
